대여소 그룹,팀명,대여소 명,대여 건수
구로구,천왕2팀,1913. 구로리공원,1625
용산구,세종로 4팀,807. 서울역 12번 출구 앞,1626
노원구,도봉1팀,1627. 수락산역 4번출구,1629
성북구,훈련원2팀,1334. 석관동주민센터 앞,1629
강북구,도봉4팀,"1533. 번동 주공3, 4단지 교차로",1634
영등포구,영남1팀,4560. 양평동성원아파트,1634
금천구,천왕3팀,1808. 에이스하이엔드타워8차 앞,1635
서초구,이수3팀,2540.반포천 앞,1638
중랑구,중랑3팀,1402. 금란주차장 앞,1645
노원구,도봉1팀,1630. 수연빌딩 앞,1647
용산구,세종로 4팀,844. 이촌2동 동원베네스트 아파트 앞,1650
송파구,학여울2팀,4468. 가락1동주민센터,1650
중구,세종로1팀,300. 정동사거리,1652
서초구,이수1팀,4317. 양재근린공원,1653
도봉구,도봉3팀,1709. 쌍문역4번출구 주변,1654
구로구,천왕1팀,1929. 고척근린공원 고척도서관 앞,1655
용산구,세종로 4팀,846. 용산중학교,1658
서대문구,상암2팀,170. DMC파크뷰자이아파트 302동 앞,1658
영등포구,영남3팀,292. 영일 어린이공원,1661
동작구,이수2팀,2089.사당역10번출구(금강빌딩),1661
강서구,개화1팀,3783. 마곡금호어울림아파트,1663
노원구,도봉1팀,2911.상계역중앙시장,1663
은평구,상암2팀,939. 은평구청 교차로,1663
강남구,이수3팀,3606. 신사동주민센터 옆,1664
서대문구,상암2팀,191. 서우빌딩,1666
용산구,세종로3팀,809. 한남 유수지 복개주차장,1668
서초구,이수1팀,2294. 두상빌딩 앞,1668
종로구,훈련원1팀,3414.종로5가역 4번출구,1671
성북구,훈련원2팀,1382.래미안월곡아파트 입구,1671
서대문구,상암2팀,3102. 연희삼거리,1673
마포구,상암1팀,4210. 가좌행복주택 앞,1675
성북구,훈련원2팀,1305. 성북구청,1678
광진구,중랑1팀,3507. 어린이회관,1679
도봉구,도봉3팀,1749. ESA아파트 상가 앞,1680
영등포구,영남3팀,4567. 한림대학교 강남성심병원 신관,1681
광진구,중랑1팀,3528. 광진정보도서관,1685
송파구,학여울2팀,4852. 서울복합물류 게이트 1,1686
노원구,도봉2팀,2917.신창중학교 후문 맞은편 버스정류장,1686
서초구,이수1팀,2244.교육개발원입구 교차로,1687
중구,세종로2팀,3013.서울지방고용노동청 앞,1688
은평구,상암2팀,958. 본 서부병원 버스정류장(은평 세무서 방면),1688
마포구,상암1팀,145. 공덕역 5번출구,1689
동작구,이수2팀,2090.기아자동차 사당점 앞,1690
강서구,개화1팀,5063. 서남환경공원(방화동도시개발2단지방향),1690
구로구,천왕2팀,1983. 구로동롯데아파트,1693
구로구,천왕1팀,1937. 한진아파트 입구,1693
광진구,중랑1팀,571. 어린이대공원역6번출구,1694
영등포구,영남1팀,4556. 리버뷰신안인스빌1차 후문,1695
용산구,세종로3팀,4629. 한강초교보도육교 앞,1695
중랑구,중랑3팀,1470.중화동 우리은행 앞,1699
종로구,훈련원1팀,341. 혜화역 3번출구 뒤,1699
양천구,개화4팀,709. 신정3동 현장민원실 앞,1700
동작구,영남2팀,2085.강남중학교 앞,1703
종로구,훈련원1팀,359. 원남동사거리,1704
마포구,상암1팀,105. 합정역 5번출구 앞,1706
노원구,도봉2팀,1665. 양지근린공원앞,1706
용산구,세종로 4팀,835. 남영역 건너편,1707
중구,훈련원1팀,390. 충무로역 1번출구,1712
종로구,세종로1팀,309. 광화문역 6번출구 옆 B,1713
구로구,천왕2팀,1907. 구일우성(아) 육교 밑,1714
강서구,개화2팀,1186. 송정중학교,1714
노원구,도봉2팀,1681. 현대6차 아파트,1714
노원구,도봉1팀,1697.상계주공2단지 219동,1715
관악구,이수2팀,2112. 서울대입구역 마에스트로,1716
강북구,도봉4팀,1506. 강북문화예술회관,1719
서대문구,상암2팀,3103. 홍제삼거리 북측,1722
강서구,개화1팀,2725.서울식물원 식물문화센터,1724
강서구,개화2팀,2745.수명초등학교,1727
구로구,천왕2팀,1924. 삼부르네상스파크빌,1728
광진구,중랑1팀,3882. 자양2동 주민센터,1728
양천구,개화2팀,732. 신월중학교,1730
영등포구,영남3팀,3214.영등포 푸르지오,1731
구로구,천왕1팀,2821.청구아파트 앞,1732
노원구,도봉1팀,4028. 한일유앤아이아파트 105동 인근,1733
용산구,세종로 4팀,805. 문배어린이공원 앞,1734
성동구,중랑2팀,4373. 서울숲 지식산업센터,1734
종로구,훈련원1팀,3420. 성균관대입구사거리,1736
서대문구,상암1팀,4267. 서대문역 2번 출구,1737
중랑구,중랑3팀,"4809. 동성1,2차 아파트 앞",1738
동작구,이수2팀,2033. 사당동 아르테스 웨딩앞,1740
관악구,영남2팀,2179. 양녕로 입구,1740
강동구,천호1팀,1036. 고덕동 주양쇼핑,1740
송파구,학여울2팀,4869. 잠실나들목6,1741
종로구,훈련원1팀,3417.창신3동주민센터,1747
마포구,상암1팀,199. 서울 월드컵 경기장,1748
노원구,도봉1팀,1682. 중계종합사회복지관 교차로,1751
종로구,훈련원1팀,453. 종로오가 지하쇼핑센터 14번출구,1752
용산구,세종로3팀,817. 삼각지역 4번출구 앞,1753
동대문구,훈련원4팀,658. 촬영소 사거리,1753
영등포구,영남3팀,254. 도림신협 앞,1754
중랑구,중랑3팀,1437. 늘푸른공원 앞,1754
강동구,천호1팀,1074.대명초교입구 사거리,1754
광진구,중랑1팀,553. 중곡 성원아파트 앞,1755
종로구,훈련원1팀,339. 종로4가 사거리,1756
서대문구,상암2팀,3120.DMC엘가아파트 앞,1757
마포구,상암1팀,124. 서강대 정문 건너편,1757
영등포구,영남1팀,288. 쌍용예가(구청별관),1761
마포구,상암1팀,400. 상암한화오벨리스크 1차 앞,1764
양천구,개화4팀,711. 신일해피트리아파트 앞,1764
노원구,도봉2팀,2904.중계3차청구아파트,1765
동대문구,훈련원3팀,4102. 휘경1동주민센터 앞,1766
서초구,이수2팀,2511. 이수역 6번출구 앞,1766
동대문구,훈련원3팀,637. KAIST 경영대학 앞,1767
노원구,도봉2팀,2901.공릉동풍림아파트 101동,1767
종로구,훈련원1팀,345. 서울보증보험본사 앞,1768
영등포구,영남3팀,242. 신길선원가와인아파트 앞,1771
동작구,영남2팀,4171. 우성아파트 앞,1772
종로구,세종로1팀,461. 서울지방경찰청,1773
영등포구,영남3팀,4566. 대림성원상떼빌아파트,1774
노원구,도봉1팀,4026. 상계주공1단지아파트,1776
마포구,상암1팀,427. 성산시영아파트,1777
동대문구,훈련원3팀,4117. 휘경119안전센터 앞,1780
마포구,상암1팀,488.푸르메병원,1781
송파구,천호2팀,4867. 가락대림아파트 앞,1781
강서구,개화1팀,1108. 공항시장역 2번출구 뒤,1783
서대문구,상암1팀,134. 연세로 명물길,1784
강서구,개화3팀,2709.강변아파트 310동 앞,1786
양천구,개화3팀,774.등촌역 4번 출구,1786
강동구,천호1팀,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",1786
서초구,이수1팀,2247.섬들근린공원,1787
도봉구,도봉3팀,1726. 삼익세라믹아파트교차로,1787
성북구,훈련원2팀,1375. 생명의 전화 종합복지관 앞 교차로,1788
서대문구,상암2팀,3121.가좌삼거리,1788
성북구,훈련원2팀,1322. 래미안라센트아파트 103동 앞,1789
마포구,상암1팀,126. 서강대 후문 옆,1790
강동구,천호1팀,1072.고덕역 5번출구,1791
송파구,천호2팀,4873. 개롱역사거리 2번 출구,1793
송파구,학여울2팀,1257. 가락시장역 사거리,1793
송파구,천호2팀,2656.풍납동 아이파크 107동 앞,1794
성동구,중랑2팀,519. 양지사거리,1795
은평구,상암2팀,4652. 신사두산위브2차아파트 앞,1795
강서구,개화1팀,3762. 마곡9단지 907동앞,1796
강서구,개화2팀,3786. 강서힐스테이트 상가 앞,1797
마포구,상암1팀,143. 공덕역 2번출구,1798
관악구,영남2팀,2187. 현대시장사거리,1798
중랑구,중랑3팀,1403. 중화빌딩 앞 (동부시장),1800
중랑구,중랑3팀,1473.중랑역 1번 출구(중화문화복지센터),1800
송파구,천호2팀,1277. 성내6교,1802
영등포구,영남3팀,3220.래미안에스티움 앞 (신풍로),1803
중구,세종로2팀,4791. 명동역9번 출구,1805
성동구,중랑2팀,586. 마장동 주민센터,1808
강서구,개화1팀,3758. 서울남부출입국관리소,1808
중랑구,중랑3팀,4819. 면목동 새싹어린이공원 앞,1809
강동구,천호1팀,1027. 프라자 아파트 앞,1813
송파구,천호2팀,4891. 위례포레샤인17단지 위례대로 방면,1814
구로구,천왕1팀,1987. 개봉아이파크아파트 앞,1815
구로구,천왕1팀,1931. 개봉역2번출구 A,1818
강서구,개화2팀,5066. 아망떼마곡전시장,1821
강서구,개화1팀,3775. 가양오토갤러리,1821
양천구,개화4팀,4517. 성보하이드로빌딩,1823
강남구,학여울1팀,2332. 선릉역3번출구,1823
동작구,영남2팀,4175. 대방역2번출구,1826
종로구,세종로2팀,3408.종로타워빌딩,1827
노원구,도봉1팀,1691. 노원정보도서관,1829
마포구,상암1팀,440. 하늘공원 입구,1830
마포구,상암1팀,495.염리초등학교 앞,1831
종로구,세종로1팀,367. 독립문역 3-1번출구,1835
중랑구,중랑3팀,1413. 봉화산역 5번출구 뒤,1836
도봉구,도봉3팀,1765.쌍문역 1번 출구(양산부인과 빌딩),1838
중랑구,중랑3팀,1444. 면목4치안센터,1839
구로구,천왕2팀,3919. 구로역·NC신구로점 버스정류장(구로역 방면),1839
중구,훈련원1팀,4792. 퇴계로4가 교차로(중구청),1844
용산구,세종로3팀,813. 삼각지역 3번출구,1846
강서구,개화2팀,2711.가로공원공영주차장 1번 출구,1848
송파구,천호2팀,1265. 문정동 근린공원,1850
양천구,개화4팀,736. 오솔길공원,1851
서대문구,상암2팀,3128.동신병원 맞은편,1854
서대문구,상암2팀,165. 중앙근린공원,1855
중구,세종로2팀,320. 을지로입구역 4번출구 앞,1855
구로구,천왕2팀,3907. 신도림7차e편한세상아파트 806동 앞,1855
중구,훈련원1팀,380. CJ제일제당 앞,1856
강서구,개화1팀,2710.라이품 공영주차장 앞,1857
종로구,훈련원1팀,4711. 올림픽기념 국민생활관 로터리,1858
종로구,세종로2팀,4713. 현대 뜨레비앙 아파트 앞,1858
영등포구,영남3팀,286. 우성아파트 교차로,1858
금천구,천왕2팀,1848. 벽산 디지털밸리 5차,1859
성동구,중랑2팀,579. 마장역 4번출구,1860
영등포구,영남1팀,239. 유스호스텔 앞,1861
송파구,학여울2팀,4854. 가락시장역 2번 출구,1862
구로구,천왕1팀,1953. 천왕역 4번출구 뒤,1862
강동구,천호1팀,1081.트레빌빌딩,1863
양천구,개화4팀,758. 한사랑교회 앞,1864
관악구,영남2팀,2105. 미성동 신림체육센터,1864
은평구,상암3팀,962. 은평뉴타운 힐데스하임,1865
양천구,개화3팀,742. 등촌역 5번 출구 뒤,1865
강서구,개화2팀,5057. 마곡역4번출구,1866
강남구,이수3팀,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),1869
강서구,개화2팀,1168. 마곡엠밸리10단지 앞,1870
노원구,도봉2팀,4016. 노원 마들스타디움,1871
서대문구,상암2팀,4255. 래미안 루센티아 아파트 108동 앞,1871
노원구,도봉1팀,4004. 당고개입구오거리 당현천변,1875
양천구,개화3팀,749. 이대목동병원보도육교,1877
영등포구,영남1팀,3215.강변삼성래미안,1878
관악구,이수2팀,2119. 중앙동 동진빌딩,1880
중구,훈련원1팀,387. 훈련원공원주차장 앞,1881
영등포구,영남1팀,4557. 리버뷰신안인스빌2차 후문,1883
노원구,도봉1팀,4018. 상계주공15단지 버스정류소,1883
동작구,영남2팀,4167. 구로교 아래,1885
은평구,상암3팀,916. 평생학습관 앞,1886
구로구,천왕1팀,1966. 한마을아파트 정문상가,1889
은평구,상암2팀,984.상신초등학교앞 버스정류장,1890
강서구,개화3팀,2742.강서구민올림픽체육센터,1891
중랑구,중랑3팀,1461.동양엔파트 앞,1893
양천구,개화4팀,4510. 신정네거리역 교차로,1893
강남구,학여울1팀,2431.대치역 7번출구,1896
강서구,개화2팀,5055. 마곡역5번출구앞,1899
종로구,세종로1팀,348. 독립문역 사거리,1900
구로구,천왕2팀,1962. 가리봉동주민센터,1900
노원구,도봉1팀,1639. 희성오피앙,1900
송파구,학여울2팀,4894. 문정법조단지13,1904
종로구,세종로2팀,4705. 웰니스센터(민방위교육장 앞),1906
광진구,중랑1팀,516. 광진메디칼 앞,1907
용산구,세종로3팀,839. 보광동 삼성리버빌아파트 앞,1914
송파구,천호2팀,1228. 마천사거리,1917
송파구,학여울2팀,4460. 올림픽훼미리아파트 112동 앞,1918
구로구,천왕2팀,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),1918
송파구,학여울2팀,4884. H비즈니스파크,1920
종로구,세종로1팀,450. 효자동 삼거리,1924
도봉구,도봉3팀,1705. 도봉구청 정문앞,1926
송파구,천호1팀,1274. 영파여고 앞,1927
은평구,상암2팀,989. 신응교(가좌로) 앞,1927
강북구,도봉4팀,1565.대한병원앞,1929
광진구,중랑1팀,3860. 건국대학교 정문 앞,1930
노원구,도봉2팀,4025. 한천교 동편,1932
송파구,학여울2팀,1286. 위례중앙푸르지오 1단지 앞,1932
강동구,천호1팀,1059. 래미안 강동팰리스(102동),1932
중랑구,중랑3팀,1407. 먹골역 1번출구 뒤,1933
동대문구,훈련원3팀,4113. 한국국방연구원 앞,1936
강동구,천호1팀,1030. 미호 플랜트 앞,1937
송파구,천호2팀,4872. 개롱역 3번 출구 뒤,1939
강서구,개화1팀,5062. 마곡동 767-6,1939
은평구,상암2팀,985. 은평세무서 버스정류장(은평구청 방면),1940
서초구,이수3팀,2211. 서초구립반포도서관 앞,1942
노원구,도봉1팀,4031. 청암예술학교 앞,1946
서초구,이수3팀,2538.사평리 공원,1946
송파구,천호2팀,4496. 잠실 파크리오 120동 앞,1946
성북구,훈련원2팀,1333. 석관초등학교 앞,1947
서초구,이수2팀,2221. 방일초교 마을버스 정류장,1948
노원구,도봉2팀,1606. 태릉입구역 3번출구,1953
강북구,도봉4팀,1514. 강북구청 사거리 버스정류소 앞,1954
동대문구,훈련원4팀,4108. 답십리파크자이아파트 앞,1955
구로구,천왕1팀,1964. 원메디타운 앞,1956
송파구,학여울2팀,2658.가락몰 업무동,1956
동작구,영남2팀,2016. 신대방삼거리역 3번출구쪽,1957
중구,세종로2팀,433. 을지로입구역 2번출구,1960
노원구,도봉2팀,1685. 불암고등학교 앞 횡단보도,1964
영등포구,영남1팀,3206.문래동 주민센터,1964
은평구,상암3팀,908. 구산역 4번출구,1965
동대문구,훈련원3팀,4104. 외대앞역 교차로,1965
강서구,개화2팀,2746.수명산파크 4단지 411동 앞,1967
광진구,중랑1팀,3566.우성4차아파트,1970
중랑구,중랑3팀,4820. 망우역 2번 출구,1970
구로구,천왕2팀,1957. 구일고등학교 정문,1970
영등포구,영남3팀,270. 증권거래소후문교차로,1971
광진구,중랑1팀,3868. 자양한강도서관,1972
양천구,천왕1팀,763. 목동11단지 아파트,1972
강동구,천호1팀,3687. 신명초교입구 교차로,1972
용산구,세종로3팀,849. 삼각지 자이아파트,1972
강서구,개화3팀,1170. 강서구보건소,1974
성동구,중랑2팀,530. 청계벽산아파트 앞,1976
은평구,상암2팀,4657. 본 서부병원 교차로 사거리,1978
중랑구,중랑3팀,1440. 면목2동 사거리,1978
관악구,영남2팀,3814. 난곡사거리,1978
서대문구,상암2팀,4264. 홍남교 버스정류장,1978
구로구,천왕2팀,1974. 신도림2차e편한세상아파트 203동 앞,1980
동대문구,훈련원3팀,633. 청량리 기업은행 앞,1981
구로구,천왕2팀,1908. 해원리바파크 육교 밑,1982
동대문구,훈련원4팀,622. 전농사거리 교통섬,1988
서초구,이수3팀,2279. 교대역 5번출구뒤,1988
송파구,학여울2팀,1206. 9호선종합운동장역 9번출구,1989
강동구,천호1팀,1028. 포레스 주상복합 빌딩,1994
종로구,세종로1팀,301. 경복궁역 7번출구 앞,1998
강서구,개화1팀,3782. 겸재정선미술관,2001
동대문구,훈련원4팀,627. 장안동삼거리 교통섬,2003
종로구,세종로2팀,3432.종로2가 사거리,2004
동작구,이수2팀,2077.노들역 3번출구,2009
종로구,훈련원1팀,344. 성균관대 E하우스 앞,2011
강남구,학여울2팀,2404. 대모산입구역 4번 출구 앞,2012
동대문구,훈련원4팀,625. 답십리초등학교 앞(현대시장 옆),2015
동대문구,훈련원4팀,624. 전농동 동아아파트 앞,2016
송파구,천호2팀,1214. 오금역 7번 출구 인근,2018
양천구,개화4팀,4522. 신곡시장,2018
서초구,이수1팀,2508. 양재이스타빌 앞,2019
구로구,천왕2팀,1920. 서울미래초등학교 사거리,2021
강동구,천호1팀,3683. KT&G강동지사,2029
관악구,영남2팀,2170. 조원동서울본병원,2031
성동구,중랑2팀,513. 뚝섬역 5번 출구 정류소 옆,2034
도봉구,도봉3팀,1744.KT방학지사 앞,2036
송파구,천호2팀,2604. 풍납토성 서성벽터A,2036
중구,세종로 4팀,445.대한상공회의소,2037
관악구,영남2팀,2189. 봉천역 4번출구,2039
강남구,학여울2팀,2342. 대청역 1번출구 뒤,2040
동대문구,훈련원4팀,4114. 휘경여중고삼거리,2043
영등포구,영남3팀,255. 도림사거리,2045
양천구,영남1팀,4532. 목동현대아파트 후문 앞,2047
광진구,중랑1팀,3581.광진광장,2054
서초구,이수3팀,2505. 우성아파트사거리 (기업은행앞),2054
도봉구,도봉3팀,1707. 도봉구민회관,2054
노원구,도봉1팀,4019. 상계주공10단지 버스정류소,2054
광진구,중랑1팀,3502. 중곡역 1번출구,2055
강서구,개화1팀,1194. 센서텍㈜,2056
중구,훈련원1팀,473.을지로4가역 9번출구,2058
강동구,천호1팀,3656. 둔촌푸르지오아파트,2062
마포구,상암1팀,111. 상수역 2번출구 앞,2063
노원구,도봉2팀,4011. 월계 센트럴 아이파크,2063
성북구,훈련원2팀,1327. 상월곡역 3번출구,2063
송파구,천호2팀,2642.마천동 성내천 쉼터,2063
송파구,학여울2팀,1249. 아주중학교건너편,2065
강동구,천호1팀,1088.풍납사거리(강동),2065
송파구,천호2팀,1288. 문정중교 사거리,2067
강서구,개화3팀,1174. 강서구청사거리(부민병원),2070
광진구,중랑1팀,3587.우성식품 앞,2073
중랑구,중랑3팀,4812. 묵동 이마트 앞,2080
송파구,천호2팀,2651.경찰병원역 3번출구 앞,2081
도봉구,도봉3팀,1767.태양중앙교회 앞,2084
강동구,천호1팀,1061. 천호초교 입구 사거리(일주빌딩),2086
송파구,학여울2팀,4875. 위례포레샤인13단지,2087
관악구,이수2팀,2111. 서울대입구역 1번출구,2089
성북구,훈련원2팀,1372. KEB은행 고대점,2090
강서구,개화1팀,2702. 마곡 엠밸리2단지,2094
양천구,개화4팀,722. 경서농협 버스정류장(우리은행신정동지점방향),2094
양천구,개화2팀,739. 신월사거리,2096
종로구,세종로2팀,327. 낙원상가 옆,2096
구로구,천왕2팀,3914. 신도림쌍용플래티넘노블아파트 앞,2099
송파구,학여울2팀,2633.송파학사 옆,2101
구로구,천왕1팀,1952. 천왕연지타운2단지 앞,2102
용산구,세종로3팀,4619. 한강트럼프월드3차 앞,2104
강서구,개화3팀,1175. 대한항공 인력개발센터,2107
동대문구,훈련원3팀,661. 경희대학교 청운관,2108
중랑구,중랑3팀,1478.홈플러스 상봉점 앞,2110
송파구,천호2팀,2644. 성내5교,2113
성북구,훈련원2팀,1385.성신여대입구역 3번출구 앞,2113
송파구,천호2팀,1260. 방이동 한양3차아파트 옆,2115
동대문구,훈련원4팀,630. 동대문구 보건소,2116
성북구,훈련원2팀,1390.석관래미안아트리치,2119
영등포구,영남1팀,264. 교보생명보험 앞,2120
중랑구,중랑3팀,1456. 상아빌딩(우림시장 교차로),2127
성북구,훈련원2팀,1396.래미안장위퍼스트하이(513동),2129
중랑구,중랑3팀,1446. 중랑전화국 교차로,2130
은평구,상암2팀,917. 녹번역 3번출구,2131
중랑구,중랑3팀,1411. 상봉시장앞 교차로 한성빌딩 앞,2134
서대문구,상암2팀,3125.연희파크푸르지오아파트 앞,2135
송파구,천호2팀,1229. 송파체육문화회관 앞,2137
강남구,학여울1팀,2414. 도곡역 아카데미스위트 앞,2138
강서구,개화1팀,2735.마곡 공공청사,2138
관악구,이수2팀,2104. 사당역 5번출구,2141
영등포구,영남1팀,4598. 오목교 동측 지하보도,2141
성북구,훈련원2팀,1338. 용문2교 옆,2142
성동구,중랑2팀,557. 도선동 주민센터 앞,2143
중구,세종로2팀,4796. 부산은행,2144
용산구,세종로 4팀,819. 선린인터넷 고등학교,2145
강동구,천호1팀,1012. 서울 상운차량,2146
노원구,도봉1팀,1667. 중계중학교,2147
강동구,천호1팀,1086.래미안 솔베뉴(구천면로),2150
영등포구,영남1팀,3201.당산skv1센터,2155
노원구,도봉1팀,4020. 중계동 성모빌딩 앞,2158
영등포구,영남1팀,266. 영등포청과시장 사거리,2159
노원구,도봉2팀,1640. 한내근린공원 북측,2161
동대문구,훈련원4팀,669.청계한신휴플러스앞 삼거리,2162
중랑구,중랑3팀,1431. 중랑구청 사거리,2164
강서구,개화1팀,1190. 마곡역 교차로(2번출구),2170
성북구,훈련원2팀,1362. 보문역6번출구 앞,2170
은평구,상암3팀,900. 은평예술회관,2172
금천구,천왕3팀,1804. 독산역 2번출구 자전거주차장,2172
강서구,개화1팀,3774. 마곡9단지 910동 상가앞,2174
강서구,개화1팀,3756. 마곡힐스테이트 정문,2174
성동구,중랑2팀,3549.건영아파트 앞,2179
중구,세종로 4팀,826. 서울역 서부교차로2,2181
마포구,상암1팀,411. DMC홍보관,2186
영등포구,영남1팀,231. 남부고용노동지청 남측,2190
성북구,훈련원2팀,1319. 종암사거리 분수대,2190
마포구,상암1팀,492.성산시영아파트 후문,2191
구로구,천왕2팀,1975. 대림역 1번 출입구 밑,2191
서대문구,상암2팀,179. 가좌역 4번출구 앞,2192
관악구,영남2팀,2103. 신림동 우방아파트,2193
강서구,개화2팀,1148. 볏골공원,2193
용산구,세종로3팀,832. 이촌1동 주민센터 뒤,2196
송파구,천호2팀,1267. 올림픽공원 남2문 앞,2201
성동구,중랑2팀,4377. 우영테크노센터 앞,2206
중랑구,중랑3팀,4804. 동서울농협 앞,2214
강동구,천호1팀,3684. 고덕자이(105동 앞),2216
강서구,개화1팀,2740.마곡레포츠센터,2218
양천구,개화4팀,716.신정6동 주민센터 인근,2221
성동구,중랑2팀,558. 성동광진 교육지원청 앞,2225
종로구,세종로2팀,385. 종각역 5번출구,2228
관악구,영남2팀,2169. 봉천역 2번출구,2230
노원구,도봉2팀,1670. 노원경찰서교차로,2230
마포구,상암1팀,412. DMC산학협력연구센터 앞,2232
광진구,중랑1팀,3865. 이튼타워리버 2차,2247
강서구,개화2팀,1141. 곰달래 문화복지센터 1-1,2251
성북구,훈련원2팀,1318. 길음역 3번출구 뒤,2252
성동구,중랑2팀,4383. 푸조비즈타워 앞,2252
영등포구,영남3팀,204. 국회의사당역 5번출구 옆,2252
관악구,영남2팀,2108. 은천치안센터,2253
마포구,상암1팀,4222. 서울디자인고등학교 앞,2253
동대문구,훈련원4팀,657. 동대문롯데캐슬아파트 앞,2254
중구,세종로1팀,310. 청계광장 옆,2259
강서구,개화3팀,1121. 가양레포츠센터 앞,2261
강북구,도봉4팀,1530. 광산사거리,2262
영등포구,영남3팀,234. 영등포구민체육센터 앞,2262
동대문구,훈련원3팀,663. 외대앞역 4번출구,2263
은평구,상암3팀,961. 불광역 9번 출구,2263
금천구,천왕3팀,1834. 월드메르디앙 벤처센터 2차,2263
강동구,천호1팀,1075.천동초교 삼거리,2268
마포구,상암1팀,109. 제일빌딩 앞,2272
송파구,학여울2팀,4491. 장지역 1번출구,2273
동대문구,훈련원3팀,605. 신설동역8번출구,2274
강서구,개화2팀,1177. 수명중?고교,2279
관악구,영남2팀,2115. 관악구시설관리공단,2286
송파구,학여울2팀,2648.헬리오시티 112동 앞,2294
금천구,천왕3팀,1841. 가산동 주민센터,2295
강서구,개화1팀,2707.한강아파트,2296
종로구,세종로2팀,368. SK 서린빌딩 앞,2296
성북구,훈련원2팀,1336. 성북3교 위,2297
마포구,상암1팀,112. 극동방송국 앞,2300
광진구,중랑1팀,3879. 중랑천 뚝방길 산책로 입구,2301
서초구,이수3팀,2530.삼호3차아파트 앞,2304
동작구,영남2팀,2054. 삼익아파트,2304
강서구,개화1팀,3754. 신방화역 8번출구,2305
노원구,도봉2팀,4036. 하계역 6번출구,2306
구로구,천왕2팀,1984. 구로구청,2307
노원구,도봉2팀,4024. 꿈의숲 SK뷰 아파트,2309
중랑구,중랑3팀,1471.동양쇼핑 정류소 앞,2309
도봉구,도봉3팀,1708. 보건소사거리(다비치안경창동점),2312
금천구,천왕3팀,1830. 빅마켓 금천점 앞,2313
구로구,천왕1팀,1933. 개봉푸르지오아파트 상가,2314
서초구,이수3팀,2231. 삼성타운(삼성생명) A동 맞은편,2316
강서구,개화1팀,5053. 신마곡벽산블루밍메트로오피스텔앞,2316
서대문구,상암2팀,178. 증산3교 앞,2317
양천구,개화3팀,754. 목동1단지아파트 118동 앞,2317
마포구,상암1팀,420. 서울시 공공자전거 상암센터,2317
성동구,중랑2팀,510. 서울숲 남문 버스정류소 옆,2320
중구,훈련원1팀,481.신당역 10번 출구,2320
구로구,천왕2팀,1959. 구로구의회 앞,2322
동작구,영남2팀,237. 보라매 두산위브 건너편,2323
동작구,영남2팀,4169. 신대방삼거리,2324
구로구,천왕1팀,1991. 오류동역 맞은편,2328
마포구,상암1팀,438. 성산2-1 공영주차장,2329
강서구,개화3팀,1185. 등촌9단지,2332
성동구,중랑2팀,507. 성수아이에스비즈타워 앞,2334
동작구,영남2팀,2007. 유한양행앞,2335
은평구,상암1팀,972. 수색역,2336
강서구,개화4팀,2737.까치산역 3번 출구,2339
노원구,도봉2팀,1605. 헬스케어,2339
도봉구,도봉3팀,4077. 도봉제1교,2341
강서구,개화3팀,5075. 등촌역 1번출구,2346
종로구,세종로1팀,4710. 자교교회 앞,2354
강서구,개화2팀,2741.마곡수명산파크5-6단지,2357
마포구,상암1팀,3011.경의선(노고산동),2362
마포구,상암1팀,490.가온문화공원,2362
양천구,개화3팀,701. 목동사거리 부근,2362
강서구,개화4팀,1146. 곰달래사거리,2363
마포구,상암1팀,182. 망원2빗물펌프장 앞,2364
도봉구,도봉3팀,4080. 창동주공19단지앞,2364
서대문구,상암2팀,166. 가재울 초등학교,2364
강서구,개화2팀,2713.우장초등학교 앞,2365
강북구,도봉4팀,1535. 효성인텔리안 앞,2369
강남구,학여울2팀,2384. 자곡사거리,2373
강서구,개화2팀,3785. 마곡14단지 1408동앞,2377
종로구,훈련원1팀,340. 혜화동 로터리,2387
도봉구,도봉3팀,1762.북한산 한신휴플러스APT앞,2391
광진구,중랑1팀,3578.중곡동 파크웨이빌딩,2401
서대문구,상암1팀,128. 신촌역(2호선) 1번출구 옆,2402
관악구,이수2팀,2171. 서울대입구역 5번출구,2402
동작구,이수2팀,2060. 남성역3번출구 뒤,2402
강서구,개화3팀,1139. 용문사 버스정류장,2403
강서구,개화2팀,2732.마곡수명산 1-2단지,2405
종로구,세종로2팀,326. 안국역 5번출구 앞,2409
영등포구,영남1팀,265. 영등포유통상가 사거리,2409
송파구,천호2팀,2653.올림픽공원사거리(선수촌아파트),2414
종로구,세종로2팀,314. 국립현대미술관,2414
영등포구,영남3팀,220. 미성아파트 A동 앞,2414
용산구,세종로3팀,815. LIG강촌아파트 103동앞,2417
동작구,영남2팀,2003. 사육신공원앞,2422
종로구,세종로2팀,334. 종로3가역 2번출구 뒤,2426
은평구,상암3팀,933. 역촌종합시장 버스정류장(예일여고 방면),2429
송파구,천호2팀,1226. 잠실4동 주민센터 옆,2430
중랑구,중랑3팀,1450. 화랑대역 7번출구,2434
서초구,이수1팀,2252. 잔디마을 마을버스 정류장,2435
